series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.84,2.75,2.59,2.76,2.62,2.53,2.56,2.72,2.72,2.73,2.86,2.78,2.77,2.73,2.6,2.48,2.55,2.65,2.75,2.57,2.63,2.45,2.38
