series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,3.57,3.62,3.58,2.95,3.34,3.38,3.32,3.3,3.36,3.25,3.23,3.18,3.23,3.2,3.23,3.19,3.26,3.28,3.31,3.4,3.36,3.25,3.15
