series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.04,2.04,2.01,2,2.01,1.99,1.94,2.04,2.02,2,2,1.97,1.99,1.85,1.88,1.9,1.8,1.83,1.8,1.79,1.73,1.75,1.74
