series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.38,2.35,2.42,2.42,2.36,2.34,2.38,2.48,2.56,2.52,2.46,2.09,2.36,2.34,2,1.98,2.32,2.32,2.34,2.35,2.36,2.3,2.27
