series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.25,2.24,2.2,2.17,2.19,2.18,2.13,2.18,2.17,2.23,2.2,2.17,1.95,2.05,2.01,2.13,2.11,2.02,2.17,2.02,2.05,2.07,2.02
