series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.52,2.49,2.53,2.55,2.53,2.4,2.54,2.45,2.43,2.5,2.47,2.35,2.45,2.39,2.29,2.39,2.36,2.41,2.21,2.39,2.26,2.33,2.28
