series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,2.41,2.4,2.37,2.42,2.42,2.44,2.42,2.38,2.4,2.41,2.4,2.39,2.37,2.39,2.41,2.39,2.38,2.34,2.31,2.29,2.3,2.25,2.19
