series,"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Officers per 1000 People,3.71,3.7,3.66,3.74,3.71,3.77,3.44,3.86,3.49,3.81,3.66,3.35,3.28,2.97,3.43,3.39,3.56,3.6,3.66,4.35,5,5.5,4.23
